case_id,category,common_validation_errors,common_validation_valid,created_at,difficulty,discovered_joins,evaluation_policy_violations,execution_result_hash,execution_succeeded,explain_passed,failure_category,failure_reason,generated_sql,gold,latency_ms,ontology_policy_errors,ontology_policy_valid,predicted_status,question,raw_model_output,referenced_columns,referenced_tables,retrieved_columns,retrieved_context,retrieved_tables,run_id,selected_sql_asset_id,selected_template_rank,semantic_output,sql_asset_candidates,sql_rewrite,status,success,template_adopted,template_compatible,template_rejection_reasons,token_usage
dimension-01,单维度、双维度,[],True,2026-07-30T02:57:11.592858Z,easy,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",bec5d7402dc76492b76cdfe531354ff7ae799b9d14ac58a7ff9727e9e24098da,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM 
    dwd_card_transaction ct
    JOIN dim_branch b ON ct.branch_id = b.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""6cab8c111e82c9961fb7563ef0eb8721fcfbf2e114517039fc3c6fe84aaf98b8"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",2351.72,,,success,按分行统计交易金额,"```sql
SELECT 
    b.branch_id,
    b.branch_name,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM 
    dwd_card_transaction ct
    JOIN dim_branch b ON ct.branch_id = b.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2654, ""output_tokens"": 86, ""total_tokens"": 2740}"
dimension-02,单维度、双维度,[],True,2026-07-30T02:57:12.515168Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",f083c8a2e761754bab9b305bfdb39fca6a3ee5478fc4df99e8375321993b9db0,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM 
    dwd_card_transaction
GROUP BY 
    transaction_channel
ORDER BY 
    total_amount DESC","{""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""semantic_filters"": [], ""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",917.57,,,success,按交易渠道统计交易金额,"```sql
SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM 
    dwd_card_transaction
GROUP BY 
    transaction_channel
ORDER BY 
    total_amount DESC;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 48, ""total_tokens"": 2703}"
dimension-03,单维度、双维度,[],True,2026-07-30T02:57:16.510464Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",04d15c831d0cdf3a040847966376c39f38f3bbc766d2bce51e6107e9e1c1158d,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dct.card_type,
    SUM(dct.txn_amount_cny) AS total_txn_amount_cny
FROM dwd_card_transaction dct
GROUP BY dct.card_type","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""card_type""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""61f98855ae9f9916ecfa8286144be1f2396877ac34e752bce5b0595bf8198b0e"", ""semantic_filters"": [], ""sql"": ""SELECT t.card_type, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.card_type ORDER BY t.card_type"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",3986.68,,,success,按卡类型统计交易金额,"```sql
SELECT 
    dct.card_type,
    SUM(dct.txn_amount_cny) AS total_txn_amount_cny
FROM dwd_card_transaction dct
GROUP BY dct.card_type;
```","[""dwd_card_transaction.card_type"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 46, ""total_tokens"": 2701}"
dimension-04,单维度、双维度,[],True,2026-07-30T02:57:17.698258Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",7c00474ce28a1fce106c37e0dd6a00f530a0e2643c9bfe0aaa94b5231446f22f,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT transaction_date, SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_date
ORDER BY transaction_date","{""columns"": [""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""transaction_date""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""65b93a79d080c03f8fe3cb9ca184cdcd220215aaeb3461925b3c97ce5019d04a"", ""semantic_filters"": [], ""sql"": ""SELECT t.transaction_date, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_date ORDER BY t.transaction_date"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1182.71,,,success,按交易日期统计交易金额,"```sql
SELECT transaction_date, SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_date
ORDER BY transaction_date;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 36, ""total_tokens"": 2691}"
dimension-05,单维度、双维度,[],True,2026-07-30T02:57:19.580447Z,easy,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",bec5d7402dc76492b76cdfe531354ff7ae799b9d14ac58a7ff9727e9e24098da,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM 
    dwd_card_transaction ct
    JOIN dim_branch b ON ct.branch_id = b.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""6cab8c111e82c9961fb7563ef0eb8721fcfbf2e114517039fc3c6fe84aaf98b8"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1877.57,,,success,按分行统计交易金额,"```sql
SELECT 
    b.branch_id,
    b.branch_name,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM 
    dwd_card_transaction ct
    JOIN dim_branch b ON ct.branch_id = b.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2654, ""output_tokens"": 86, ""total_tokens"": 2740}"
dimension-06,单维度、双维度,[],True,2026-07-30T02:57:23.903320Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",a6ce8b38076209f9e195167c15dbdcc2e065dd60a633c50c8364d9a08bafbc34,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY transaction_channel","{""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""semantic_filters"": [], ""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",4318.88,,,success,按交易渠道统计交易金额,"```sql
SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY transaction_channel;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 42, ""total_tokens"": 2697}"
dimension-07,单维度、双维度,[],True,2026-07-30T02:57:25.959994Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",ff7b4cdd82a28f4648dc4638f4ea6030319974cc3d130850e373c73f852f4347,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    card_type,
    transaction_channel,
    SUM(txn_amount) AS total_txn_amount
FROM dwd_card_transaction
GROUP BY card_type, transaction_channel
ORDER BY card_type, transaction_channel","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""card_type"", ""transaction_channel""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""0b9f04d354a227fe28678f1d8fc2191bb1c4d2799c5e5378fe30c966fe053a94"", ""semantic_filters"": [], ""sql"": ""SELECT t.card_type, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.card_type, t.transaction_channel ORDER BY t.card_type, t.transaction_channel"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",2051.45,,,success,按卡类型和交易渠道统计交易金额,"```sql
SELECT 
    card_type,
    transaction_channel,
    SUM(txn_amount) AS total_txn_amount
FROM dwd_card_transaction
GROUP BY card_type, transaction_channel
ORDER BY card_type, transaction_channel;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 52, ""total_tokens"": 2710}"
dimension-08,单维度、双维度,[],True,2026-07-30T02:57:26.994366Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",03d99a80d3013228bc6c6b03150aa687c36ace47485c633bd16ea2ee91f20463,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_date,
    transaction_channel,
    SUM(txn_amount) AS total_txn_amount
FROM 
    dwd_card_transaction
GROUP BY 
    transaction_date,
    transaction_channel
ORDER BY 
    transaction_date,
    transaction_channel","{""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""transaction_date"", ""transaction_channel""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""267c68df0af0682552c80a303db04c3f694868c983dac780d9ea7c334a218455"", ""semantic_filters"": [], ""sql"": ""SELECT t.transaction_date, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_date, t.transaction_channel ORDER BY t.transaction_date, t.transaction_channel"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",727.7,,,success,按交易日期和交易渠道统计交易金额,"```sql
SELECT 
    transaction_date,
    transaction_channel,
    SUM(txn_amount) AS total_txn_amount
FROM 
    dwd_card_transaction
GROUP BY 
    transaction_date,
    transaction_channel
ORDER BY 
    transaction_date,
    transaction_channel;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 60, ""total_tokens"": 2718}"
dimension-09,单维度、双维度,[],True,2026-07-30T02:57:29.148547Z,medium,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",0afe4dd06f7350bb011fc531777e33e12d955130274f63d807e0969660e953da,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    d.branch_id,
    d.branch_name,
    ct.transaction_channel,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM dwd_card_transaction ct
JOIN dim_branch d ON ct.branch_id = d.branch_id
GROUP BY d.branch_id, d.branch_name, ct.transaction_channel
ORDER BY d.branch_id, ct.transaction_channel","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""branch"", ""transaction_channel""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""234245aca177a5d1179f7074d2f0ca8419ba730ec0addddfa28cd5e40f128d83"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, t.transaction_channel ORDER BY b.branch_name, t.transaction_channel"", ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1026.61,,,success,按分行和交易渠道统计交易金额,"```sql
SELECT 
    d.branch_id,
    d.branch_name,
    ct.transaction_channel,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM dwd_card_transaction ct
JOIN dim_branch d ON ct.branch_id = d.branch_id
GROUP BY d.branch_id, d.branch_name, ct.transaction_channel
ORDER BY d.branch_id, ct.transaction_channel;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2657, ""output_tokens"": 99, ""total_tokens"": 2756}"
dimension-10,单维度、双维度,[],True,2026-07-30T02:57:30.141546Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",f083c8a2e761754bab9b305bfdb39fca6a3ee5478fc4df99e8375321993b9db0,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY total_amount DESC","{""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""transaction_amount""], ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""semantic_filters"": [], ""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",987.97,,,success,按交易渠道统计交易金额,"```sql
SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY total_amount DESC;
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 42, ""total_tokens"": 2697}"
join-01,多表 Join,[],True,2026-07-30T02:57:30.966519Z,medium,"[""dim_branch.branch_id = dwd_card_transaction.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",1bb052908936ab822efb0a28c1e7f2e55418edcd15cd304747a1498b55eec114,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
LEFT JOIN 
    dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""1a323490441de260c062c3441207bb37b4797134e438c4a55bc0c07ebf71517a"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",818.87,,,success,按分行统计交易笔数,"```sql
SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
LEFT JOIN 
    dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 81, ""total_tokens"": 2736}"
join-02,多表 Join,[],True,2026-07-30T02:57:31.979669Z,medium,"[""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",9b2bf9cbad9423fdcf9b23fa0b50ce039f79cfad8c1a6c7364c7e8cbaf95015a,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT
    c.customer_type,
    COUNT(*) AS transaction_count
FROM
    dwd_card_transaction t
    JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY
    c.customer_type","{""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""customer_type""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""cf028b468ee2e8b7d35395261bd868c799ef272345c810e7bc4bbbfa07c3ee93"", ""semantic_filters"": [], ""sql"": ""SELECT c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type ORDER BY c.customer_type"", ""tables"": [""dim_customer"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1009.63,,,success,按客户类型统计交易笔数,"```sql
SELECT
    c.customer_type,
    COUNT(*) AS transaction_count
FROM
    dwd_card_transaction t
    JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY
    c.customer_type;
```","[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.customer_id""]","[""dim_customer"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 55, ""total_tokens"": 2711}"
join-03,多表 Join,[],True,2026-07-30T02:57:32.828816Z,medium,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",fb2ff37107194f6c6b3a24997ec66f595027c239fa03049113ae9b23ae5cba29,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM 
    dwd_card_transaction dct
    JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY 
    dm.merchant_category
ORDER BY 
    transaction_count DESC","{""columns"": [""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""merchant_category""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""e59348234c51e1787aec5a777da9e4ee7d5a344827239d30f4414796e689a8e4"", ""semantic_filters"": [], ""sql"": ""SELECT m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category ORDER BY m.merchant_category"", ""tables"": [""dim_merchant"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",845.4,,,success,按商户类别统计交易笔数,"```sql
SELECT 
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM 
    dwd_card_transaction dct
    JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY 
    dm.merchant_category
ORDER BY 
    transaction_count DESC;
```","[""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.merchant_id""]","[""dim_merchant"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 70, ""total_tokens"": 2726}"
join-04,多表 Join,[],True,2026-07-30T02:57:33.712105Z,medium,"[""dim_branch.branch_id = dwd_card_transaction.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",1bb052908936ab822efb0a28c1e7f2e55418edcd15cd304747a1498b55eec114,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
    LEFT JOIN dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""1a323490441de260c062c3441207bb37b4797134e438c4a55bc0c07ebf71517a"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",879.21,,,success,按分行统计交易笔数,"```sql
SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
    LEFT JOIN dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 80, ""total_tokens"": 2735}"
