pair_id,family_id,asset_a_id,asset_b_id,label,scenario,split
PAIR-016,FAMILY-ADS_CUSTOMER_MONTH_AVG_DEPOSIT,ADS_CUSTOMER_MONTH_AVG_DEPOSIT,ADS_CUSTOMER_MONTH_AVG_DEPOSIT_DUP,DUPLICATE,DUPLICATE_EQUIVALENT_REWRITE,DEV
PAIR-017,FAMILY-ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW_DUP,DUPLICATE,DUPLICATE_EQUIVALENT_REWRITE,DEV
PAIR-018,FAMILY-ADS_CUSTOMER_LOAN_OUTSTANDING,ADS_CUSTOMER_LOAN_OUTSTANDING,ADS_CUSTOMER_LOAN_OUTSTANDING_DUP,DUPLICATE,DUPLICATE_EQUIVALENT_REWRITE,TEST
PAIR-019,FAMILY-ADS_CUSTOMER_MONTH_LOAN_REPAYMENT,ADS_CUSTOMER_MONTH_LOAN_REPAYMENT,ADS_CUSTOMER_MONTH_LOAN_REPAYMENT_DUP,DUPLICATE,DUPLICATE_EQUIVALENT_REWRITE,DEV
PAIR-020,FAMILY-ADS_OFFICE_DAILY_GL_BALANCE,ADS_OFFICE_DAILY_GL_BALANCE,ADS_OFFICE_DAILY_GL_BALANCE_DUP,DUPLICATE,DUPLICATE_EQUIVALENT_REWRITE,TEST
PAIR-021,FAMILY-ODS_CLIENT,ODS_CLIENT,ODS_CLIENT_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-022,FAMILY-ODS_DEPOSIT_ACCOUNT,ODS_DEPOSIT_ACCOUNT,ODS_DEPOSIT_ACCOUNT_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-023,FAMILY-ODS_LOAN_ACCOUNT,ODS_LOAN_ACCOUNT,ODS_LOAN_ACCOUNT_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-024,FAMILY-DWD_CUSTOMER,DWD_CUSTOMER,DWD_CUSTOMER_SIM,NOT_DUPLICATE,SIMILAR_FILTER_CONFLICT,DEV
PAIR-025,FAMILY-DWD_DEPOSIT_ACCOUNT,DWD_DEPOSIT_ACCOUNT,DWD_DEPOSIT_ACCOUNT_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-026,FAMILY-DWD_DEPOSIT_TRANSACTION,DWD_DEPOSIT_TRANSACTION,DWD_DEPOSIT_TRANSACTION_SIM,NOT_DUPLICATE,SIMILAR_FILTER_CONFLICT,DEV
PAIR-027,FAMILY-DWD_LOAN_TRANSACTION,DWD_LOAN_TRANSACTION,DWD_LOAN_TRANSACTION_SIM,NOT_DUPLICATE,SIMILAR_FILTER_CONFLICT,DEV
PAIR-028,FAMILY-DWS_CUSTOMER_DAILY_DEPOSIT_BALANCE,DWS_CUSTOMER_DAILY_DEPOSIT_BALANCE,DWS_CUSTOMER_DAILY_DEPOSIT_BALANCE_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-029,FAMILY-DWS_CUSTOMER_LOAN_OUTSTANDING,DWS_CUSTOMER_LOAN_OUTSTANDING,DWS_CUSTOMER_LOAN_OUTSTANDING_SIM,NOT_DUPLICATE,SIMILAR_AGGREGATION_CONFLICT,DEV
PAIR-030,FAMILY-DWS_CUSTOMER_MONTH_LOAN_PAYMENT,DWS_CUSTOMER_MONTH_LOAN_PAYMENT,DWS_CUSTOMER_MONTH_LOAN_PAYMENT_SIM,NOT_DUPLICATE,SIMILAR_TIME_GRAIN_CONFLICT,DEV
PAIR-031,FAMILY-DWS_OFFICE_DAILY_GL,DWS_OFFICE_DAILY_GL,DWS_OFFICE_DAILY_GL_SIM,NOT_DUPLICATE,SIMILAR_AGGREGATION_CONFLICT,DEV
PAIR-032,FAMILY-ADS_CUSTOMER_MONTH_AVG_DEPOSIT,ADS_CUSTOMER_MONTH_AVG_DEPOSIT,ADS_CUSTOMER_MONTH_AVG_DEPOSIT_SIM,NOT_DUPLICATE,SIMILAR_TIME_GRAIN_CONFLICT,DEV
PAIR-033,FAMILY-ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,DEV
PAIR-034,FAMILY-ODS_DEPOSIT_TRANSACTION,ODS_DEPOSIT_TRANSACTION,ODS_DEPOSIT_TRANSACTION_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,TEST
PAIR-035,FAMILY-DWD_LOAN_ACCOUNT,DWD_LOAN_ACCOUNT,DWD_LOAN_ACCOUNT_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,TEST
PAIR-036,FAMILY-DWD_GL_JOURNAL,DWD_GL_JOURNAL,DWD_GL_JOURNAL_SIM,NOT_DUPLICATE,SIMILAR_FILTER_CONFLICT,TEST
PAIR-037,FAMILY-DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,DWS_CUSTOMER_MONTH_DEPOSIT_FLOW_SIM,NOT_DUPLICATE,SIMILAR_TIME_GRAIN_CONFLICT,TEST
PAIR-038,FAMILY-ADS_CUSTOMER_LOAN_OUTSTANDING,ADS_CUSTOMER_LOAN_OUTSTANDING,ADS_CUSTOMER_LOAN_OUTSTANDING_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,TEST
PAIR-039,FAMILY-ADS_OFFICE_DAILY_GL_BALANCE,ADS_OFFICE_DAILY_GL_BALANCE,ADS_OFFICE_DAILY_GL_BALANCE_SIM,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,TEST
PAIR-040,FAMILY-ODS_DEPOSIT_TRANSACTION,ODS_DEPOSIT_TRANSACTION,ODS_DEPOSIT_TRANSACTION_SIM2,NOT_DUPLICATE,SIMILAR_SCOPE_CONFLICT,TEST
PAIR-041,FAMILY-ODS_CLIENT,ODS_CLIENT,ODS_LOAN_ACCOUNT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-042,FAMILY-ODS_DEPOSIT_ACCOUNT,ODS_DEPOSIT_ACCOUNT,DWD_CUSTOMER,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-043,FAMILY-ODS_LOAN_ACCOUNT,ODS_LOAN_ACCOUNT,DWD_DEPOSIT_ACCOUNT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-044,FAMILY-DWD_CUSTOMER,DWD_CUSTOMER,DWD_LOAN_TRANSACTION,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-045,FAMILY-DWD_DEPOSIT_ACCOUNT,DWD_DEPOSIT_ACCOUNT,DWS_CUSTOMER_MONTH_LOAN_PAYMENT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-046,FAMILY-DWD_DEPOSIT_TRANSACTION,DWD_DEPOSIT_TRANSACTION,DWS_OFFICE_DAILY_GL,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-047,FAMILY-DWD_LOAN_TRANSACTION,DWD_LOAN_TRANSACTION,ADS_CUSTOMER_MONTH_AVG_DEPOSIT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-048,FAMILY-DWS_CUSTOMER_DAILY_DEPOSIT_BALANCE,DWS_CUSTOMER_DAILY_DEPOSIT_BALANCE,ODS_CLIENT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-049,FAMILY-DWS_CUSTOMER_LOAN_OUTSTANDING,DWS_CUSTOMER_LOAN_OUTSTANDING,ODS_CLIENT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-050,FAMILY-DWS_CUSTOMER_MONTH_LOAN_PAYMENT,DWS_CUSTOMER_MONTH_LOAN_PAYMENT,ODS_DEPOSIT_ACCOUNT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-051,FAMILY-DWS_OFFICE_DAILY_GL,DWS_OFFICE_DAILY_GL,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-052,FAMILY-ADS_CUSTOMER_MONTH_AVG_DEPOSIT,ADS_CUSTOMER_MONTH_AVG_DEPOSIT,DWS_CUSTOMER_LOAN_OUTSTANDING,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-053,FAMILY-ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,ADS_CUSTOMER_MONTH_DEPOSIT_FLOW,DWS_CUSTOMER_MONTH_LOAN_PAYMENT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
PAIR-054,FAMILY-ODS_DEPOSIT_TRANSACTION,ODS_DEPOSIT_TRANSACTION,DWD_GL_JOURNAL,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-055,FAMILY-DWD_LOAN_ACCOUNT,DWD_LOAN_ACCOUNT,DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-056,FAMILY-DWD_GL_JOURNAL,DWD_GL_JOURNAL,ADS_CUSTOMER_LOAN_OUTSTANDING,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-057,FAMILY-DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,DWD_LOAN_ACCOUNT,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-058,FAMILY-ADS_CUSTOMER_LOAN_OUTSTANDING,ADS_CUSTOMER_LOAN_OUTSTANDING,DWD_GL_JOURNAL,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-059,FAMILY-ADS_OFFICE_DAILY_GL_BALANCE,ADS_OFFICE_DAILY_GL_BALANCE,DWS_CUSTOMER_MONTH_DEPOSIT_FLOW,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
PAIR-060,FAMILY-DWD_LOAN_ACCOUNT,DWD_LOAN_ACCOUNT,ODS_DEPOSIT_TRANSACTION,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN_SECOND,TEST
